,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6065,4,blue-collar,single,basic.education,no,no,no,telephone,may,tue,643,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6066,4,admin.,single,high.school,no,no,no,telephone,may,tue,371,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6068,4,blue-collar,married,basic.education,no,no,no,telephone,may,tue,384,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6069,5,self-employed,single,university.degree,no,yes,no,telephone,may,tue,492,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6071,3,entrepreneur,married,high.school,no,no,no,telephone,may,tue,144,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6073,3,services,married,high.school,no,no,no,telephone,may,tue,181,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6075,2,blue-collar,single,high.school,no,yes,no,telephone,may,tue,174,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6076,4,admin.,divorced,high.school,no,no,no,telephone,may,tue,293,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6077,3,admin.,married,high.school,no,no,no,telephone,may,tue,316,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6081,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,106,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6083,3,blue-collar,divorced,basic.education,no,no,no,telephone,may,tue,255,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6084,2,blue-collar,married,basic.education,no,no,no,telephone,may,tue,189,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6085,3,technician,married,university.degree,no,no,no,telephone,may,tue,173,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6087,4,blue-collar,married,basic.education,no,no,no,telephone,may,tue,155,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6091,3,blue-collar,single,professional.course,no,no,no,telephone,may,tue,137,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6094,5,technician,married,university.degree,no,yes,no,telephone,may,tue,470,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6095,3,services,married,high.school,no,no,no,telephone,may,tue,139,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6096,3,technician,divorced,professional.course,no,yes,no,telephone,may,tue,169,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6097,3,services,married,high.school,no,no,no,telephone,may,tue,223,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6099,3,services,married,high.school,no,yes,yes,telephone,may,tue,596,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6101,3,management,single,university.degree,no,no,no,telephone,may,tue,600,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6102,5,services,married,high.school,no,yes,no,telephone,may,tue,133,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6104,4,admin.,married,high.school,no,no,no,telephone,may,tue,731,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
6105,3,admin.,single,university.degree,no,yes,no,telephone,may,tue,659,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6106,5,retired,married,basic.education,no,yes,yes,telephone,may,tue,112,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6107,3,entrepreneur,divorced,university.degree,no,no,no,telephone,may,tue,124,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6111,4,technician,married,basic.education,no,no,yes,telephone,may,tue,175,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6112,5,self-employed,married,university.degree,no,no,yes,telephone,may,tue,202,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6113,3,admin.,married,high.school,no,no,no,telephone,may,tue,185,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6114,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,170,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6115,4,blue-collar,single,basic.education,no,no,no,telephone,may,tue,184,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6116,2,technician,married,basic.education,no,no,yes,telephone,may,tue,261,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6117,3,self-employed,married,high.school,no,yes,no,telephone,may,tue,103,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6120,2,services,single,basic.education,no,no,no,telephone,may,tue,170,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6121,5,retired,married,university.degree,no,yes,yes,telephone,may,tue,235,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6123,2,admin.,single,university.degree,no,no,no,telephone,may,tue,169,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6124,3,services,married,high.school,no,yes,no,telephone,may,tue,125,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6126,4,unemployed,married,basic.education,no,yes,no,telephone,may,tue,265,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6127,3,technician,married,professional.course,no,yes,no,telephone,may,tue,233,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6129,3,admin.,married,high.school,no,yes,no,telephone,may,tue,246,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6130,2,admin.,divorced,high.school,no,no,no,telephone,may,tue,290,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6132,3,admin.,married,basic.education,no,no,no,telephone,may,tue,259,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6134,3,entrepreneur,single,professional.course,no,no,no,telephone,may,tue,290,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6135,3,self-employed,married,basic.education,no,no,no,telephone,may,tue,148,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6136,3,blue-collar,single,basic.education,no,yes,no,telephone,may,tue,174,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6140,3,management,married,university.degree,no,yes,no,telephone,may,tue,316,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6142,5,management,divorced,university.degree,no,no,no,telephone,may,tue,35,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6143,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,935,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
6144,3,technician,single,university.degree,no,yes,yes,telephone,may,tue,173,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6145,3,technician,single,university.degree,no,no,no,telephone,may,tue,144,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6146,4,technician,divorced,basic.education,no,no,no,telephone,may,tue,474,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6148,5,management,divorced,university.degree,no,no,no,telephone,may,tue,313,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6149,3,admin.,single,university.degree,no,no,no,telephone,may,tue,147,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6151,2,services,married,professional.course,no,no,no,telephone,may,tue,395,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6154,3,blue-collar,single,high.school,no,yes,no,telephone,may,tue,410,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6156,2,technician,married,professional.course,no,no,no,telephone,may,tue,139,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6158,4,blue-collar,married,basic.education,no,no,no,telephone,may,tue,95,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6159,3,technician,married,professional.course,no,no,no,telephone,may,tue,211,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6162,3,blue-collar,married,professional.course,no,no,no,telephone,may,tue,318,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6164,3,management,single,university.degree,no,yes,no,telephone,may,tue,751,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
6165,3,admin.,married,high.school,no,yes,no,telephone,may,tue,207,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6166,2,services,married,high.school,no,yes,no,telephone,may,tue,95,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6167,5,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,319,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6170,5,admin.,single,basic.education,no,yes,no,telephone,may,tue,27,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6171,3,management,single,university.degree,no,no,no,telephone,may,tue,237,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6173,4,housemaid,married,basic.education,no,yes,no,telephone,may,tue,129,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6174,5,management,divorced,university.degree,no,no,yes,telephone,may,tue,116,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6175,4,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,99,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6177,3,blue-collar,married,professional.course,no,no,yes,telephone,may,tue,151,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6178,4,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,376,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6179,2,services,married,high.school,no,yes,no,telephone,may,tue,485,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6180,3,admin.,married,university.degree,no,yes,no,telephone,may,tue,99,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6184,2,services,single,professional.course,no,no,yes,telephone,may,tue,305,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6186,3,management,married,basic.education,no,yes,no,telephone,may,tue,298,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6187,3,technician,married,professional.course,no,no,no,telephone,may,tue,125,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6188,5,admin.,married,high.school,no,no,no,telephone,may,tue,219,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6189,2,blue-collar,single,basic.education,no,no,no,telephone,may,tue,222,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6190,5,housemaid,married,basic.education,no,no,no,telephone,may,tue,513,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6191,3,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,321,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6193,2,admin.,married,high.school,no,no,no,telephone,may,tue,240,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6194,3,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,383,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6195,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,301,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6196,3,self-employed,married,university.degree,no,no,no,telephone,may,tue,367,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6197,3,technician,married,professional.course,no,no,no,telephone,may,tue,179,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6198,3,blue-collar,single,high.school,no,no,yes,telephone,may,tue,160,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6199,3,technician,married,professional.course,no,yes,no,telephone,may,tue,177,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6200,2,admin.,married,high.school,no,yes,no,telephone,may,tue,181,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6201,5,services,married,basic.education,no,no,no,telephone,may,tue,377,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6202,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,240,6,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6203,3,services,married,high.school,no,no,yes,telephone,may,tue,1590,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6204,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,125,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6206,2,self-employed,single,university.degree,no,no,no,telephone,may,tue,518,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6207,3,blue-collar,single,high.school,no,no,no,telephone,may,tue,280,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6209,3,services,single,high.school,no,yes,no,telephone,may,tue,394,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6210,5,management,married,professional.course,no,yes,yes,telephone,may,tue,280,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6212,2,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,312,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6213,5,management,married,professional.course,no,yes,no,telephone,may,tue,709,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
6214,4,blue-collar,divorced,basic.education,no,no,no,telephone,may,tue,78,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6215,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,33,6,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6216,2,blue-collar,single,basic.education,no,yes,no,telephone,may,tue,212,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6219,3,admin.,married,basic.education,no,yes,no,telephone,may,tue,140,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6220,3,admin.,single,university.degree,no,no,no,telephone,may,tue,574,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6221,3,self-employed,divorced,high.school,no,no,no,telephone,may,tue,182,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6227,3,admin.,single,university.degree,no,no,no,telephone,may,tue,363,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6228,5,services,married,high.school,no,yes,no,telephone,may,tue,347,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6229,3,services,married,high.school,no,yes,no,telephone,may,tue,392,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6230,4,services,married,high.school,no,yes,no,telephone,may,tue,137,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6231,3,technician,single,university.degree,no,yes,no,telephone,may,tue,749,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6232,2,services,married,high.school,no,no,no,telephone,may,tue,498,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6233,3,services,married,high.school,no,yes,no,telephone,may,tue,570,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6234,4,admin.,divorced,high.school,no,yes,no,telephone,may,tue,142,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6236,4,blue-collar,married,professional.course,no,no,no,telephone,may,tue,64,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6238,4,retired,married,professional.course,no,no,no,telephone,may,tue,140,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6239,4,admin.,married,high.school,no,yes,no,telephone,may,tue,453,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6240,3,technician,single,professional.course,no,yes,no,telephone,may,tue,198,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6242,5,technician,married,basic.education,no,no,no,telephone,may,tue,120,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6245,3,admin.,single,university.degree,no,yes,no,telephone,may,tue,40,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6246,5,technician,married,professional.course,no,yes,yes,telephone,may,tue,92,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6247,2,technician,single,professional.course,no,yes,no,telephone,may,tue,324,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6248,5,management,divorced,high.school,no,no,no,telephone,may,tue,436,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6249,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,59,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6251,3,admin.,married,high.school,no,yes,no,telephone,may,tue,0,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6252,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,93,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6253,3,blue-collar,single,high.school,no,no,no,telephone,may,tue,364,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6255,2,services,single,high.school,no,yes,yes,telephone,may,tue,466,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6256,2,technician,married,professional.course,no,yes,no,telephone,may,tue,345,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6259,4,admin.,divorced,basic.education,no,no,no,telephone,may,tue,233,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6260,5,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,149,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6261,4,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,304,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6262,3,blue-collar,married,high.school,no,yes,no,telephone,may,tue,134,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6263,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,355,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6264,3,technician,single,university.degree,no,yes,no,telephone,may,tue,953,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6266,3,blue-collar,married,basic.education,no,no,yes,telephone,may,tue,100,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6267,2,unemployed,single,university.degree,no,no,yes,telephone,may,tue,121,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6268,2,services,single,basic.education,no,yes,yes,telephone,may,tue,22,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6272,5,admin.,divorced,university.degree,no,no,no,telephone,may,tue,136,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6273,3,blue-collar,married,professional.course,no,no,no,telephone,may,tue,305,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6276,3,technician,married,university.degree,no,yes,no,telephone,may,tue,8,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6279,4,admin.,married,high.school,no,no,yes,telephone,may,tue,315,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6280,3,self-employed,married,basic.education,no,no,no,telephone,may,tue,3094,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
6281,2,technician,married,professional.course,no,no,no,telephone,may,tue,64,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6282,3,technician,single,professional.course,no,no,yes,telephone,may,tue,3,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6284,4,management,divorced,university.degree,no,yes,no,telephone,may,tue,159,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6286,3,blue-collar,single,basic.education,no,yes,no,telephone,may,tue,185,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6287,4,technician,single,high.school,no,no,no,telephone,may,tue,359,6,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6288,4,blue-collar,married,basic.education,no,no,yes,telephone,may,tue,89,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6290,3,blue-collar,married,basic.education,no,no,yes,telephone,may,tue,179,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6291,4,self-employed,married,university.degree,no,yes,no,telephone,may,tue,151,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6294,3,services,married,high.school,no,no,no,telephone,may,tue,166,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6295,4,admin.,married,high.school,no,no,no,telephone,may,tue,132,6,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6296,3,admin.,married,university.degree,no,no,no,telephone,may,tue,141,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6297,5,management,single,basic.education,no,yes,no,telephone,may,tue,265,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6299,5,technician,married,basic.education,no,yes,no,telephone,may,tue,452,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6300,4,admin.,divorced,high.school,no,no,no,telephone,may,tue,62,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6301,4,technician,married,professional.course,no,no,no,telephone,may,tue,348,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6302,3,technician,married,high.school,no,yes,no,telephone,may,tue,354,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6304,3,admin.,single,high.school,no,yes,no,telephone,may,tue,54,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6306,3,technician,married,professional.course,no,yes,no,telephone,may,tue,132,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6309,3,admin.,married,basic.education,no,no,no,telephone,may,tue,34,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6310,4,admin.,divorced,high.school,no,no,no,telephone,may,tue,72,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6311,3,management,married,university.degree,no,yes,no,telephone,may,tue,99,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6313,5,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,290,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6314,5,retired,married,high.school,no,yes,no,telephone,may,tue,591,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6316,3,blue-collar,divorced,basic.education,no,no,no,telephone,may,tue,29,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6317,4,admin.,single,university.degree,no,no,no,telephone,may,tue,266,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6319,3,blue-collar,married,basic.education,no,no,no,telephone,may,tue,298,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6320,3,admin.,married,high.school,no,no,no,telephone,may,tue,1043,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6321,3,admin.,married,university.degree,no,yes,no,telephone,may,tue,83,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6322,2,blue-collar,single,basic.education,no,no,no,telephone,may,tue,282,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6323,3,blue-collar,single,high.school,no,no,yes,telephone,may,tue,209,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6324,3,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,106,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6325,2,entrepreneur,single,high.school,no,yes,no,telephone,may,tue,157,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6326,3,management,divorced,university.degree,no,yes,no,telephone,may,tue,197,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6329,3,admin.,single,university.degree,no,yes,no,telephone,may,tue,319,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6330,2,management,married,university.degree,no,no,no,telephone,may,tue,371,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6331,4,blue-collar,married,basic.education,no,yes,no,telephone,may,tue,383,3,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6332,3,admin.,divorced,high.school,no,yes,no,telephone,may,tue,110,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6334,4,admin.,married,basic.education,no,no,no,telephone,may,tue,97,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6337,2,self-employed,single,basic.education,no,yes,no,telephone,may,tue,4,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6340,3,entrepreneur,married,basic.education,no,yes,no,telephone,may,tue,256,5,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6343,3,blue-collar,single,high.school,no,yes,no,telephone,may,tue,124,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6344,3,admin.,married,university.degree,no,yes,yes,telephone,may,tue,239,1,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6348,2,blue-collar,single,basic.education,no,yes,no,telephone,may,tue,112,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6349,4,technician,married,professional.course,no,yes,no,telephone,may,tue,350,4,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6351,3,unemployed,single,university.degree,no,yes,no,telephone,may,tue,127,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6352,4,admin.,married,high.school,no,no,no,telephone,may,tue,157,2,Not Contacted,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
